...1,name,category,review.point,price,currency,description,log_price,ABV,Age_of_Whisky,Distillery,Location,Region,Founded,Owner,Age_of_Distillery
1719,"tomatin cabernet sauvignon 2002, 46%",Single Malt Scotch,84,87,$,"Initially aged in bourbon barrels, this expression was transferred into Cabernet Sauvignon wine casks in March 2011 for additional maturation. Musty wine notes on the early nose soon become red berries and vanilla. Supple on the palate, with big red berry notes, plus honey and ginger. Lingering ginger and raspberries in the finish, drying to dark chocolate (2,520 bottles) £70",4.465908118654584,46,NA,tomatin,Tomatin,Highland,1897,Takara Shuzo Co,127
1720,"tomatin caribbean rum 2007, 46%",Single Malt Scotch,84,50,$,"This 9 year old bottling has been fully matured in Caribbean rum barrels. Quite delicate on the nose, with wet grass, then emerging coconut and whipped cream. Slick on the palate, with an instant tropical fruit hit—ripe banana and pineapple—plus more cream, cinnamon, and hazelnut. Spicy and nutty in the finish, with a final tropical fruit tang (6,600 bottles) £40",3.912023005428146,46,NA,tomatin,Tomatin,Highland,1897,Takara Shuzo Co,127
1869,"tomatin cask strength edition, 57.5%",Single Malt Scotch,83,73,$,"This is Tomatin’s first cask strength offering, and is also non-chill filtered. The initial batch of 15,000 bottles was released in February, and was matured in a mix of oloroso and bourbon casks. The nose showcases ginger, malt, Jaffa oranges, almonds, and melon, while the pleasingly viscous palate offers caramel, vanilla, warm leather, and chocolate-coated lime creams. Long and gently spicy in the drying finish. (Worldwide except U.S.) £50",4.290459441148391,57.5,NA,tomatin,Tomatin,Highland,1897,Takara Shuzo Co,127
1718,"tomatin contrasting casks bourbon matured, 46%",Single Malt Scotch,84,152,$,"The bourbon cask-matured partner to the Sherry Matured bottling (see above), this expression similarly comprises a vatting of whisky distilled in 1973, 1977, 1988, 1991, 2002, and 2006. Both Contrasting Casks are offered in non-chill filtered format. Apple pie, with buttery caramel, milk chocolate, and coconut on the nose. Zesty spices on the early palate, then custard, contrasting lemon, and a note of char. Spicy fruits, black pepper, and more char in the finish. £100",5.0238805208462765,46,NA,tomatin,Tomatin,Highland,1897,Takara Shuzo Co,127
1335,"tomatin contrasting casks sherry matured, 46%",Single Malt Scotch,86,152,$,"Tomatin has released a limited edition (5,400) pack comprising two 350ml bottles, each containing a vatting of whisky distilled in 1973, 1977, 1988, 1991, 2002, and 2006. One was matured in bourbon barrels (see below); this one in sherry casks. Initially savory on the nose, then warm leather, sherry, and glacé cherries. Very smooth on the palate with soft spices, which increase in intensity. Black treacle and Seville oranges. Peppery treacle and old oak in the finish. £100",5.0238805208462765,46,NA,tomatin,Tomatin,Highland,1897,Takara Shuzo Co,127
1983,"tomatin decades, 46%",Single Malt Scotch,82,100,$,"This bottling celebrates distillery manager Douglas Campbell’s 50 years of service at Tomatin, and includes casks from 1967, 1976, 1984, and 1990, along with a peated Tomatin from 2005. The nose is initially slightly musty, with faint peat smoke, sweetening to mild vanilla, with new leather and peaches in time. Full-bodied, relatively dry on the palate, with the European oak casks in the ascendancy here. Raisins, dark chocolate, and licorice. Medium to long in the finish, drying, with spicy oak.",4.605170185988092,46,NA,tomatin,Tomatin,Highland,1897,Takara Shuzo Co,127
1714,"tomatin legacy, 43%",Single Malt Scotch,84,40,$,"Tomatin Legacy has been matured in a combination of bourbon and virgin oak casks, and after an initial release in Europe, worldwide availability will follow. Honey and malt on the nose, melons; fragrant and mildly herbal. White pepper and ultimately a whiff of treacle. Fresh and lively on the sweet, fruity palate, with tinned pineapple, cake mix, and more pepper. Quite dry in the medium length finish, with a suggestion of chili. £26",3.6888794541139363,43,NA,tomatin,Tomatin,Highland,1897,Takara Shuzo Co,127
1337,"tomatin oloroso sherry 1995, 46%",Single Malt Scotch,86,125,$,"This rested in bourbon barrels for almost 18 years until May 2013 when it was transferred to oloroso sherry hogsheads for a prolonged period of finishing. Big, waxy, warm leather notes on the nose, then dried fruit and machine oil. The palate is smooth, with cinnamon, cloves, sherry-soaked raisins, and dates. Spicy leather, plain chocolate, and slightly tannic oak in the very lengthy finish (1,800 bottles) £100",4.8283137373023015,46,NA,tomatin,Tomatin,Highland,1897,Takara Shuzo Co,127
1868,"tomatin, 15 year old, 43%",Single Malt Scotch,83,40,$,"A new expression in the portfolio. Quite fruity, with prominent honey-tinged citrus peel, nutty toffee, nougat, and vanilla fudge, leading to a gripping, firm, dry oak resin finish. Deeper and bolder than the 12 year old expression.",3.6888794541139363,43,15,tomatin,Tomatin,Highland,1897,Takara Shuzo Co,127
1117,"tomatin, 18 year old, 43%",Single Malt Scotch,87,60,$,"Fuller in body, deeper and more complex than the 12 year old (as would be expected). Sweeter fruits (honey-laced citrus, lemon gum drops, and ripe peach) and rum notes marry nicely with dried spice (cinnamon, vanilla, ginger). Calming finish. An intelligent use of sherry cask aging. 
",4.0943445622221,43,18,tomatin,Tomatin,Highland,1897,Takara Shuzo Co,127
906,"tomatin, 18 year old, 46%",Single Malt Scotch,88,60,$,"A new, beefed-up version of the 18 year old, with a higher alcohol level and (seemingly) more sherry influence. I must say that I really enjoyed the previous expression, rating it an 87 for its roundness and elegance. I like this one too, and its bold demeanor. Whether you like it or its predecessor comes down to preference and mood. Notes of toffee apple, pancakes drizzled with maple syrup, date nut cake, ripe fruit, and roasted nuts, all dusted with cinnamon, vanilla, and cocoa.",4.0943445622221,46,18,tomatin,Tomatin,Highland,1897,Takara Shuzo Co,127
254,"tomatin, 1973 vintage (cask #25602), 44%",Single Malt Scotch,92,730,$,"Aged in a refill American oak cask. Quite lively for its age, and the oak (surprisingly and happily) plays a supporting role rather than dominating. Creamy and mouth-coating, with vanilla wafer, coconut cream pie, caramel, nougat, and bright fruit (sultana, apricot, tangerine, and pineapple in syrup). Soothing finish. A very nice whisky. (Not available in the U.S.)£450",6.593044534142437,44,NA,tomatin,Tomatin,Highland,1897,Takara Shuzo Co,127
907,"tomatin, 1982 vintage (cask #92), 57%,",Single Malt Scotch,88,553,$,"Aged in a refill sherry puncheon, and the sherry is evident in appearance and on the palate. Soft and sweet, with caramel-coated mixed nuts, toffee apple, rhum agricole, currant (red and black), plum, cinnamon, and surprising brisk mint (especially toward the finish). A pleasing, non-aggressive expression of a mature, sherried whisky. (Not available in the U.S.)£340",6.315358001522335,57,NA,tomatin,Tomatin,Highland,1897,Takara Shuzo Co,127
2190,"tomatin, 25 year old, 43%",Single Malt Scotch,79,125,$,"Plenty of citrus zest, along with subtle pineapple and coconut on the nose. The palate begins with honeyed-malt sweetness, followed by the citrus fruit, but then quickly turns dry and resinous, with dried nuts and spicy oak on the finish. The intensity of the dryness on the finish surprised me and detracted from an otherwise well-rounded dram. 
",4.8283137373023015,43,25,tomatin,Tomatin,Highland,1897,Takara Shuzo Co,127
1118,"tomatin, 30 year old, 1976 vintage, 49.3%",Single Malt Scotch,87,400,$,"Bold and spicy, but with enough backbone to handle it. Surely the most intense of the bunch overall. (The 25 year old is dry on the palate -- especially on the finish -- but the 30 year old challenges you the throughout.) There’s plenty of oak here, imparting leather, resin, and dried spice notes (cinnamon, clove, vanilla), but it is rescued by sherried fruit, honeyed citrus, and toffee. A powerful dram.",5.991464547107982,49.3,30,tomatin,Tomatin,Highland,1897,Takara Shuzo Co,127
356,"tomatin, 40 year old, 1967 vintage, 42.9%",Single Malt Scotch,91,1000,$,"Significantly darker than the rest, well-balanced, and palate-coating. Softer, not as intense or as dry as the 30 year old. Creamier too, with subtle, yet exotic notes of tropical fruit and exotic spices. There is a point at which ultra-aged spirits -- whether they are whisky, rum, tequila, or brandy -- find a common ground. What they lose in identity, they gain in intrigue and layers of subtle complexity (if properly matured). This whisky fits into that category. Contemplative and ethereal in nature.",6.907755278982137,42.9,40,tomatin,Tomatin,Highland,1897,Takara Shuzo Co,127
1717,"tomatin, 57.2%",Single Malt Scotch,84,81,$,"This NAS cask strength expression of Tomatin was matured in a mix of bourbon and virgin American oak casks. The nose is sweet and fragrant, with vanilla, cinnamon, and developing coconut ice. Silky on the palate initially, softly spiced, with vanilla toffee, pears, and apples; then the spices intensify, introducing a hint of chili. Drying in the lengthy, spicy, slightly herbal finish. (282 bottles; exclusive to Robertson’s, Pitlochry, Perthshire) £55",4.394449154672439,57.2,NA,tomatin,Tomatin,Highland,1897,Takara Shuzo Co,127
2189,"tomatin,12 year old, 43%",Single Malt Scotch,79,27,$,"Enjoyable creamy texture and medium-bodied. Gently sweet notes of light toffee and vanilla custard, especially towards the front of the palate. Nutty too, with some sultana in the background. Gentle oak notes towards the finish. A very clean, well-balanced whisky that’s very easy to drink but also takes few risks. 
",3.295836866004329,43,12,tomatin,Tomatin,Highland,1897,Takara Shuzo Co,127
1712,"tomintoul 14 year old, 46%",Single Malt Scotch,84,54,$,"One of Speyside’s youngest distilleries, Tomintoul has been a relatively shy performer until recently, when a raft of new releases (some peated) have appeared. This non-chill filtered example is, for me, the best of the bunch. Pale in hue, it has a light, clean floral aroma — think daffodils — with plenty of white fruits and very subtle oak. The palate has pear juice, light vanilla, and a long sweet finish. £34 (Not available in the U.S.)",3.9889840465642745,46,14,tomintoul,Ballindalloch,Speyside,1964,Angus Dundee Distiller,60
518,"tomintoul 25 year old, 43%",Single Malt Scotch,90,415,$,"This is the oldest core expression of Tomintoul’s Gentle Dram, now available in the U.S. It is a classic of this style of Speyside single malt. Peaches, malt, honey, vanilla, and developing floral notes on the nose. Full-bodied, with ripe apples, cocoa, milky coffee, honey, vanilla, and soft spices. Spicy and drying, with plain chocolate in the relatively lengthy, mellow finish.",6.028278520230698,43,25,tomintoul,Ballindalloch,Speyside,1964,Angus Dundee Distiller,60
355,"tomintoul five decades, 50%",Single Malt Scotch,91,359,$,"The soft fruit theme continues in this vatting of whiskies from, you guessed it, five decades of the distillery’s life. This has a heavy, heady, honey element alongside apple blossom and then peach and apricot pulp. There’s real complexity. The palate is lighter, although still layered with some heat. With water there’s more apricot skin and some banana. Don’t overwater, as it becomes a touch too tannic. You want that unctuous elegance. Highly recommended. £250",5.883322388488279,50,NA,tomintoul,Ballindalloch,Speyside,1964,Angus Dundee Distiller,60
253,"tomintoul reserve 37 year old, 43%",Single Malt Scotch,92,600,$,"Not what you’d expect from a malt at this age. Instead of oak dominating the nose, it's citrus in focus, with orange marmalade, candied orange, and even orange blossom. On the palate this whisky is light and delicate, leading with the citrus notes from the nose. This symphony of orange is followed with toffee, ginger, oak, and rancio in a combination that's well balanced and integrated. Unique for its age, a definite treat for those who prefer lighter and more delicate whiskies. (U.S. only, 600 bottles)",6.396929655216146,43,37,tomintoul,Ballindalloch,Speyside,1964,Angus Dundee Distiller,60
517,"tomintoul stillman's dram, 33 year old, 45%",Single Malt Scotch,90,230,$,"Antique gold color. Fragrant aroma, with floral notes, soft honey tones, vanilla, and delicate fruit (orange and lemon). Light to medium in body and soft in texture. Flavors are similar to the whisky's aroma, very clean, and with great balance-the woody notes one would expect from a whisky this old are kept in check.",5.438079308923196,45,33,tomintoul,Ballindalloch,Speyside,1964,Angus Dundee Distiller,60
1329,"tomintoul, 16 year old, 40% abv",Single Malt Scotch,86,40,$,"The ""Gentle Dram,"" it says on the bottle’s label, and it certainly is one of the gentler whiskies in Speyside. It’s a fragrant whisky too with a firm malty foundation, fruit gum drops and caramel. Subtle notes of almond and anise helped keep my interest, as did its soft, subtle wood spice finish. Very easy to drink too! 
",3.6888794541139363,40,16,tomintoul,Ballindalloch,Speyside,1964,Angus Dundee Distiller,60
904,"tomintoul, 27 year old, 40% abv",Single Malt Scotch,88,175,$,"Very similar in flavor profile to the Tomintoul 16, reviewed below, but better. The longer aging has provided extra character and depth. Also, on the palate, the caramel flavors are a bit darker (bordering on toffee) and the whisky’s finish is longer and a shade drier. It has aged gracefully, with no excessive woodiness. A whisky that reveals its charm slowly and subtly. 
",5.1647859739235145,40,27,tomintoul,Ballindalloch,Speyside,1964,Angus Dundee Distiller,60
709,"tomintoul, 33 year old, 43%",Single Malt Scotch,89,290,$,"Younger Tomintoul whiskies are fairly straightforward, unassuming whiskies. Older expressions show more depth. What they all seem to have is a remarkable balance. Moreover, this whisky and its predecessor, the 27 year old, are surprisingly delicate and nimble for their age. This is an elegant whisky, with a toffee foundation, creamy vanilla, nougat, light summer fruits, a kiss of molasses, and gentle spice (cinnamon, mocha). Soft finish. Very pleasing.
",5.66988092298052,43,33,tomintoul,Ballindalloch,Speyside,1964,Angus Dundee Distiller,60
905,"tomintoul, oloroso sherry cask finish, 12 year old, 40%",Single Malt Scotch,88,70,$,"The subtle sherry adds an additional level of complexity when compared to the standard 10 year old, taking Tomintoul to a new level. Rich and creamy, with well-balanced notes of toffee, vanilla fudge, toasted nuts, and elegant fruit. A surprisingly delicious whisky for 12 years old.
",4.248495242049359,40,12,tomintoul,Ballindalloch,Speyside,1964,Angus Dundee Distiller,60
2242,"tomintoul, 'with a peaty tang', 40%",Single Malt Scotch,72,45,$,"Youthful, and somewhat brooding for a Tomintoul. I can tell there’s some young whisky in here, as there’s a suggestion of new make spirit interwoven with notes of heather, ripe barley, raw peat, and lingering smoke. I like the concept, but wish the young component (the peated part of this whisky?) was matured a bit longer. 
",3.8066624897703196,40,NA,tomintoul,Ballindalloch,Speyside,1964,Angus Dundee Distiller,60
2137,"tormore 14 year old, 43%",Single Malt Scotch,80,55,$,"Light amber. The nose offers up walnut bread, spelt flour, and a green, malty note. Overall, it’s slightly unyielding, with toasted oak, hazelnut, and barley. Water opens up a sweeter core: Lucozade, apricot kernel, and barley. The palate is where the apricot flesh turns up, but then it firms up quickly, snuffing that moment of levity out. Water introduces lemon before it becomes very gingery on the finish. It’s the thing about Tormore; it just can’t let itself go. (France only) €42",4.007333185232471,43,14,tormore,Grantown-on-Spey,Speyside,1958,Elixir Distillers,66
2191,"tormore 16 year old, 48%",Single Malt Scotch,79,75,$,"Amber in hue, this starts off very succulent and approachable, with some butterscotch, vanilla, and caramel toffee, but like its brother, it dries. The palate is lighter than the 14 year old, and seems to float, lacking an anchor. When it does come down, it does so with a cereal crunch. Water lightens it still further, just leaving a mix of oak and cereal, and an astringent finish. (France only) €56",4.31748811353631,48,16,tormore,Grantown-on-Spey,Speyside,1958,Elixir Distillers,66
1984,"tormore, 12 year old, 40% abv",Single Malt Scotch,82,42,$,"Soft and creamy in texture. A delicate mélange of fruit and a teasing nuttiness balance nicely with the whisky’s gently sweet notes of lightly toasted marshmallow and caramel, finishing soft and pleasingly dry. A very smooth whisky you could drink all day long. 
",3.7376696182833684,40,12,tormore,Grantown-on-Spey,Speyside,1958,Elixir Distillers,66
1439,"traditional ben nevis, 46%",Single Malt Scotch,85,96,$,"An attempt to replicate the spirit produced at Ben Nevis in 1882. The malt is peated to around 30 ppm, and a first edition of 700 bottles with no age statement has been released. Initial starch on the nose, then buttery smoked haddock, a hint of chili, sherry, and gentle wood smoke. Full-bodied, spicy on the palate, with hazelnuts and peat. Stewed fruit and lingering spicy cigarette ash in the finish. £60",4.564348191467836,46,NA,ben nevis,Fort William,Highland,1825,Nikka Whisky Distilling Co Ltd,199
357,"tullibardine 1952, 40.2%",Single Malt Scotch,91,23427,$,"This bottling is from the oldest cask owned by Tullibardine distillery, a sherry quarter cask (#341). An initial whiff of Cointreau on the nose, then vanilla develops, with marzipan, white pepper, linseed, and old hessian. Finally, musty sherry. A silky mouthfeel, with drier sherry, black currants, dark spices, and plain chocolate. Extraordinarily lingering, with orange wine gums and spicy licorice. Despite 50 years of maturation in a relatively small sherry cask, a whisky of great depth and quality has emerged. £16,000",10.061644482330784,40.2,NA,tullibardine,Blackford,Highland,1949,Picard Vins & Spiritueux,75
1722,"tullibardine 1988, 46%",Single Malt Scotch,84,75,$,"Tullibardine has been offering a 1988 vintage edition for several years, but in 2011 it bottled a new variant at 23 years of age, matured in a mixture of first-fill bourbon barrels and ex-sherry hogsheads. Malt, vanilla, carnations, and peaches on the full nose. The palate is initially sweet and fruity, with toffee, lively spices, and more herbal notes duly appearing. The finish features cereal, spice, and white chocolate. £47",4.31748811353631,46,NA,tullibardine,Blackford,Highland,1949,Picard Vins & Spiritueux,75
1339,"tullibardine 20 year old, 43%",Single Malt Scotch,86,125,$,"This 20 year old expression of Tullibardine has been aged in first-fill bourbon barrels, like its younger stablemate Sovereign. Caramel, honey, cocoa, and a hint of linseed oil on the nose. The palate is creamy, with strawberries, warm milk chocolate, and allspice. Long and soft in the finish, which is reminiscent of choc-ice. At 20, this single malt has gained in richness and sophistication, with an extremely enticing flavor profile.",4.8283137373023015,43,20,tullibardine,Blackford,Highland,1949,Picard Vins & Spiritueux,75
1986,"tullibardine 225 sauternes, 43%",Single Malt Scotch,82,70,$,"Tullibardine 225 Sauternes is finished in Sauternes dessert wine casks from Chateau Suduiraut in Bordeaux, and the nose majors in citrus fruits, vanilla, pepper, and a discreet herbal note. Citrus fruits carry through to the spicy palate, with Jaffa orange to the fore, plus malt. Spicy to the very end, with milk chocolate and a suggestion of passion fruit.",4.248495242049359,43,NA,tullibardine,Blackford,Highland,1949,Picard Vins & Spiritueux,75
1872,"tullibardine 228 burgundy, 43%",Single Malt Scotch,83,70,$,"Tullibardine 228 Burgundy is finished in red Burgundy casks from Chateau de Chassagne Montrachet, the home of Maison Michel Picard, which owns Tullibardine distillery. The nose features charred oak, vanilla, milk chocolate-covered Turkish Delight, and mild, sweet chili. Sweet and spicy on the nutty palate, with eating apples, cranberries, and a silky texture. Allspice and damsons in the lengthy finish.",4.248495242049359,43,NA,tullibardine,Blackford,Highland,1949,Picard Vins & Spiritueux,75
1550,"tullibardine 25 year old, 43%",Single Malt Scotch,85,250,$,"The oldest expression in the Tullibardine lineup provides malt, cedar, stewed apples, and wood shavings on the nose. Mouth-coating, with orange and cocoa powder. Dries quite steadily, with oak lurking behind ripe bananas in the lengthy finish. Another very accomplished old Tullibardine, but the notably pleasing palate of the 20 year old just gives that bottling the edge.",5.521460917862246,43,25,tullibardine,Blackford,Highland,1949,Picard Vins & Spiritueux,75
1723,"tullibardine 500 sherry, 43%",Single Malt Scotch,84,70,$,"Finished principally in Pedro Ximenez Spanish sherry casks, Tullibardine 500 Sherry has a fragrant nose, with new leather, beeswax, apple, and vanilla. The palate is smooth and sherried, with more leather, brittle toffee, orange peel, honey, and nutmeg. The fruity finish is notably spicy, with lingering wood polish notes.",4.248495242049359,43,NA,tullibardine,Blackford,Highland,1949,Picard Vins & Spiritueux,75
1549,"tullibardine aged oak edition, 46%",Single Malt Scotch,85,45,$,"Tullibardine Aged Oak Edition carries no age statement, though it contains a blend of whisky more than 15 years old and spirit produced since the distillery reopened in 2003. It has been matured in former bourbon barrels. The nose exhibits barley, citrus fruits, pear drops, crystallized ginger, marzipan, and cocoa. Oily in the mouth and slightly earthy, with brazil nuts and developing vanilla fudge and lemon on the palate. Fruitiness persists through the spicy finish.",3.8066624897703196,46,NA,tullibardine,Blackford,Highland,1949,Picard Vins & Spiritueux,75
1724,"tullibardine custodians’ release 1970, 40.5%",Single Malt Scotch,84,1900,$,"The second release in the Custodians’ series was matured in two sherry hogsheads—one first-fill and the other second-fill. This 46 year old is presented at cask strength. The early nose offers herbal and menthol notes, old resin, citrus fruits, then milk chocolate-coated peppermint creams… idiosyncratic. The palate is quite thin, with more citrus fruits, almonds, and developing wood notes. The finish is lightly oaky and mouth-drying, with a touch of black pepper.",7.549609165154532,40.5,NA,tullibardine,Blackford,Highland,1949,Picard Vins & Spiritueux,75
1871,"tullibardine john black 6 single cask 1993, 55.1%",Single Malt Scotch,83,180,$,"John Black is the veteran master distiller at Tullibardine distillery, and this is the sixth release to bear his name. The single malt in question was matured in bourbon barrel #10,002. Lemonade, dough, and maple on the nose. Progressively more floral, parma violets, pear drops, a hint of cinnamon, and milk chocolate in time. Hazelnuts and allspice on the palate, while citrus fruits emerge, plus more milk chocolate and a suggestion of cloves. Medium length, with nuts and oak.  £115",5.19295685089021,55.1,NA,tullibardine,Blackford,Highland,1949,Picard Vins & Spiritueux,75
1547,"tullibardine sherry wood finish, 1993 vintage, 46%",Single Malt Scotch,85,89,$,"This whisky starts with the light and very drinkable bourbon oak-aged 1993 vintage from previous years and then is finished off in a sherry cask. The sherry is fresh and vibrant, and adds lush fruit, light dates, and nutty undertone to Tullibardine’s classic vanilla, honeyed malt, and grassy notes. Delicious!
",4.48863636973214,46,NA,tullibardine,Blackford,Highland,1949,Picard Vins & Spiritueux,75
1873,"tullibardine sovereign, 43%",Single Malt Scotch,83,65,$,"Matured in first-fill bourbon casks for an unspecified period, Sovereign offers a nose that is floral with new-mown hay, vanilla, and soft fudge. Fruity on the palate, with milk chocolate, malt, and subtle cinnamon. Cocoa, vanilla, and more spice in the finish. Relatively uncomplicated but very drinkable.",4.174387269895637,43,NA,tullibardine,Blackford,Highland,1949,Picard Vins & Spiritueux,75
1551,"tullibardine the murray, 56.1%",Single Malt Scotch,85,75,$,"Distilled in 2004, The Murray was matured in first-fill bourbon barrels and is offered at cask strength, non-chill filtered. The nose opens with confident, sweet fruit notes—overripe bananas and peach slices—with background milky coffee. Rich and sweet on the palate, developing vanilla spices, chewy tropical fruits. The finish is long, with cinnamon, licorice, and oak tannins.",4.31748811353631,56.1,NA,tullibardine,Blackford,Highland,1949,Picard Vins & Spiritueux,75
1338,"tullibardine vintage 1993, 46%",Single Malt Scotch,86,65,$,"The latest Tullibardine vintage release to hit the States is another example of whisky distilled in 1993, but now bottled at 18 years of age. The initial nose features cut grass and sliced melon, with freshly-peeled tree bark. Intensifying sweetness with time. Quite rich and full on the palate, with cereal, soft fudge, and mild ginger. The finish is medium in length, insistently spicy, with oak and vanilla notes.",4.174387269895637,46,NA,tullibardine,Blackford,Highland,1949,Picard Vins & Spiritueux,75
1548,"tullibardine, 1988 vintage, 46%",Single Malt Scotch,85,99,$,"Similar in personality to its younger standard 1993 and 1992 vintages -- soft and mellow, with fresh barley, vanilla cream puff, cut grass and hay, cookie dough, and a dusting of pencil shavings. The extra aging shows on the whisky’s dried spice and polished oak finish. More sophisticated than its younger siblings, although the younger vintages are more drinkable.",4.59511985013459,46,NA,tullibardine,Blackford,Highland,1949,Picard Vins & Spiritueux,75
1985,"tullibardine, 1992 vintage, 46%",Single Malt Scotch,82,50,$,"Fresh and clean, with notes of creamy barley, cut grass, coconut marshmallow, pencil shavings, and oatcake. Soft finish. Subtle spice dances about in the background. Bottling at 46% adds to the richness. A soothing whisky. 
",3.912023005428146,46,NA,tullibardine,Blackford,Highland,1949,Picard Vins & Spiritueux,75
1870,"tullibardine, 1993 vintage, 40%",Single Malt Scotch,83,55,$,"This Highlander is Lowland-ish in style, but with more heft. There’s soft barley sweetness, notes of vanilla and orange creamsicle. Grassy notes emerge from time to time. It is clean and very drinkable. An ideal aperitif, but could be enjoyed anytime between dawn and dinner. Whoever said whisky was an after-dinner drink never tasted this whisky. 
",4.007333185232471,40,NA,tullibardine,Blackford,Highland,1949,Picard Vins & Spiritueux,75
1341,"wemyss malts (distilled at auchentoshan) ‘lemon sorbet’ 1998, 46%",Single Malt Scotch,86,87,$,"This expression of the triple-distilled Lowland single malt is a 14 year old single cask bottling, and just 314 bottles are available. Fresh pineapple and vanilla toffee on the fragrant, soft nose. The palate is lively and fruity, with lemon zest, caramel, a hint of black pepper, and then deeper fruit notes of ripe peach. The finish is quite lengthy, with lingering fruit flavors. £55",4.465908118654584,46,NA,auchentoshan,Dalmuir,Lowland,1823,Beam Suntory,201
2058,"wemyss malts (distilled at aultmore) 20 year old 1982, 46%",Blended Malt Scotch Whisky,81,155,$,"Aultmore is part of the Dewar’s stable and another of Speyside’s forgotten light brigade. Here is a noseful of esters: bubblegum, pineapple, pink grapefruit, strawberries, and icing sugar. Visions of “Legally Blonde” flash through the mind. The palate is equally energetic, though with little cask influence it’s a bit gawky and slightly green, especially with water, suggesting that another year wouldn’t have done it any harm. Still, all very lovely.  £100",5.043425116919247,46,20,aultmore,Banffshire,Speyside,1895,Bacardi,129
1132,"wemyss malts (distilled at blair athol) autumn berries, 46%",Blended Malt Scotch Whisky,87,132,$,"Distilled in 1986, this single cask from Blair Athol distillery in Perthshire yielded 268 bottles, and the nose offers sweet fruits, principally apple and orange, plus walnuts, vanilla, and brittle toffee. Becoming softer and creamier with time. Dark fruit notes on the palate, notably blackcurrants and cranberries, with caramel and cinnamon. The finish is quite viscous, with a little oak, freshly-squeezed lemons, and licorice twists. £85",4.882801922586371,46,NA,blair athol,Pitlochry,Highland,1798,Diageo,226
2140,"wemyss malts (distilled at bowmore) 1982 lochindaal catch, 46%",Single Malt Scotch,80,1113,$,"A slightly perfumed nose offers up the slightly unusual pairing of dried lavender, sweet-cured herring, and then potpourri air freshener. This flies off to show wet dulse on warm sand. It starts sweetly with some nutmeg, then hot peppers. The smoke is very light, allowing a tantalizing glimpse of soft guava before the salinity returns. Water brings out the peat kiln but also that initial perfume. Muddled. £700",7.014814351275545,46,NA,bowmore,Bowmore,Islay,1779,Beam Suntory,245
1877,"wemyss malts (distilled at bunnahabhain) 1991 oysters with lemon pearls, 46%",Single Malt Scotch,83,154,$,"Light gold with a very fresh and slightly ozonic nose that brings to mind Thai herbs: lemongrass, galangal, as well as lime. Just slightly nippy when neat. The palate is equally intense, but with a central sweetness. Water cuts down this razor-sharp intensity, adding a softer mid-palate texture, while the finish remains slightly mineraly. A decent aperitif Bunna. £97",5.0369526024136295,46,NA,bunnahabhain,Port Askaig,Islay,1881,Distell,143
1878,"wemyss malts (distilled at bunnahabhain) 1991 thread of smoke, 46%",Single Malt Scotch,83,164,$,"Yes, it’s another 1991 Bunna from Wemyss, so check the name when purchasing. This one has a distinctly smoky element alongside the marine note which they both share. Very light lemon, with water, then a hit that’s like walking into a high-class sushi joint. A zesty start with lots of angelica, and then sweetness with, when diluted, soft malt and light ginger on the palate. Rock solid. £103",5.099866427824199,46,NA,bunnahabhain,Port Askaig,Islay,1881,Distell,143
2033,"wemyss malts (distilled at caol ila) 16 year old 1996, 46%",Single Malt Scotch,81,109,$,"Initially what we have are classic Caol Ila notes: cod liver oil, soft pear-like fruits, and a glimpse of lobster cooked in sea water. It’s not so much smoky as ozonic and, though it seems a little exposed with water, there’s a squeeze of lemon (for the lobster, maybe). On the tongue there’s a light ashy note before the mouth is slowly filled. Any smoke is in check and understated. This is about citric freshness and salt. £70",4.6913478822291435,46,16,caol ila,Port Askaig,Islay,1846,Diageo,178
2141,"wemyss malts (distilled at caol ila) 1982 smoke on the water, 46%",Single Malt Scotch,80,215,$,"Quite a solid start for a Caol Ila which, like the 30 year old (see above), pitches you into the farmyard, though this time it’s a sheep-shearing shed. There’s also some bacon and spent barbecue. The initial impression is of a pretty dry example, but some oil begins to seep through. The palate is explosive with some engine oil, becoming pretty flinty with violet notes, and the distillery sweetness is hidden. A little disjointed. £135",5.3706380281276624,46,NA,caol ila,Port Askaig,Islay,1846,Diageo,178
1558,"wemyss malts (distilled at clynelish) “a day at the coast” 14 year old, 46%",Single Malt Scotch,85,105,$,"One of the latest single cask bottlings (354 bottles) from Wemyss Malts specifically for the U.S., “A Day at the Coast” was sourced from the East Sutherland distillery of Clynelish. Ozone, warm sand, and wild grasses on the nose, plus a hint of honey, grated ginger, and a freshly-opened box of milk chocolates. The viscous palate features rock salt, white pepper, coconut, green apples, and a squeeze of lemon. Medium to long in the finish, softly citric, and salty.",4.653960350157523,46,14,clynelish,Brora,Highland,1967,Diageo,57
1560,"wemyss malts (distilled at clynelish) “a day at the coast” 14 year old, 46%",Single Malt Scotch,85,95,$,"One of the latest batch of single cask bottlings from Wemyss Malts is a 15 year old Clynelish, named ‘Fresh Fruit Sorbet.’ 331 bottles have been released. Tinned pears, new-mown hay, honey, and lemon sherbet on the nose, with a hint of machine oil. The palate is smooth and fruity, with pears, figs, and a suggestion of black pepper. The dominant fruitiness continues through the sugary finish, with a background prickle of spice. £60",4.553876891600541,46,14,clynelish,Brora,Highland,1967,Diageo,57
